ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-582-5P,miRNA,NAVITOCLAX,DB12340,24978538
HSA-MIR-582-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-582-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-582-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-582-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-582-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-582-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-582-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-582-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-582-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-582-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-582-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-582-5P,miRNA,SIROLIMUS,DB00877,5284616
HSA-MIR-582-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-582-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-583,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-583,miRNA,IMATINIB,DB00619,5291
HSA-MIR-583,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-584-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-584-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-584-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-584-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-584-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-584-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-584-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-584-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-584-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-584-5P,miRNA,TAXANE,NA,9548828
HSA-MIR-584-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-584-5P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-584-5P,miRNA,NINTEDANIB,DB09079,9809715
HSA-MIR-584-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-584-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-584-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-584-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-584-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-584-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-584-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-584-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-584-5P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-584-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-586,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-586,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-586,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-586,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-586,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-586,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-586,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-586,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-586,miRNA,TIPIFARNIB,DB04960,159324
HSA-MIR-587,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-587,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-587,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-587,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-588,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-588,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-588,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-589-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-589-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-589-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-589-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-589-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-589-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-589-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-589-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-590-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-590-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-590-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-590-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-590-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-590-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-590-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-590-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-590-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-590-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-590-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-590-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-590-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-590-5P,miRNA,TAXANE,NA,9548828
HSA-MIR-590-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-590-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-590-5P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-590-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-590-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-590-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-590-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-591,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-591,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-591,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-591,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-591,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-591,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-592,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-592,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-592,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-592,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-592,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-593-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-595,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-595,miRNA,IMATINIB,DB00619,5291
HSA-MIR-595,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-595,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-595,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-595,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-596,miRNA,IMATINIB,DB00619,5291
HSA-MIR-596,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-596,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-596,miRNA,ANLOTINIB,DB11885,25017411
HSA-MIR-597-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-597-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-597-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-597-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-597-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-598-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-598-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-598-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-598-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-598-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-598-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-598-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-599,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-599,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-601,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-601,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-601,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-601,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-601,miRNA,PLATINUM,DB12257,23939
HSA-MIR-601,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-601,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-601,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-602,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-602,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-602,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-602,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-602,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-602,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-603,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-603,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-604,miRNA,IMATINIB,DB00619,5291
HSA-MIR-604,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-604,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-604,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-604,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-605-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-605-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-605-5P,miRNA,NAVITOCLAX,DB12340,24978538
HSA-MIR-605-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-605-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-605-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-605-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-606,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-606,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-606,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-608,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-608,miRNA,IMATINIB,DB00619,5291
HSA-MIR-608,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-608,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-609,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-609,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-610,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-610,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-610,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-611,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-611,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-611,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-612,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-612,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-612,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-612,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-612,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-612,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-612,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-613,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-613,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-613,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-613,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-613,miRNA,IMATINIB,DB00619,5291
HSA-MIR-613,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-613,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-613,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-613,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-613,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-614,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-614,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-615-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-615-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-615-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-615-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-615-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-615-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-615-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-615-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-615-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-615-3P,miRNA,TENIPOSIDE,DB00444,452548
HSA-MIR-615-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-615-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-615-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-615-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-616-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-617,miRNA,PLATINUM,DB12257,23939
HSA-MIR-617,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-617,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-617,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-617,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-617,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-619-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-619-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-619-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-619-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-620,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-620,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-620,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-620,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-620,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-622,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-622,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-622,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-622,miRNA,PLATINUM,DB12257,23939
HSA-MIR-622,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-622,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-622,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-622,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-623,miRNA,PLATINUM,DB12257,23939
HSA-MIR-623,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-624-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-624-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-625-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-625-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-625-5P,miRNA,PREDNISOLONE,DB00860,5755
HSA-MIR-625-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-625-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-625-5P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-625-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-625-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-625-5P,miRNA,NINTEDANIB,DB09079,9809715
HSA-MIR-625-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-625-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-625-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-625-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-625-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-625-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-627-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-627-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-627-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-627-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-628-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-628-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-628-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-628-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-628-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-628-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-628-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-628-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-628-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-629-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-629-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-629-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-629-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-629-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-629-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-629-5P,miRNA,TIPIFARNIB,DB04960,159324
HSA-MIR-629-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-629-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-629-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-630,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-630,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-630,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-630,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-630,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-630,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-630,miRNA,NERATINIB,DB11828,9915743
HSA-MIR-630,miRNA,LAPATINIB,DB01259,208908
HSA-MIR-630,miRNA,PLATINUM,DB12257,23939
HSA-MIR-630,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-630,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-630,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-631,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-631,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-631,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-631,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-632,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-633,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-633,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-633,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-633,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-633,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-634,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-634,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-634,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-634,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-634,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-634,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-634,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-635,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-636,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-636,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-636,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-636,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-636,miRNA,IMATINIB,DB00619,5291
HSA-MIR-636,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-636,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-636,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-637,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-637,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-637,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-637,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-637,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-637,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-637,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-637,miRNA,TIVANTINIB,DB12200,11494412
HSA-MIR-637,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-637,miRNA,SEVOFLURANE,DB01236,5206
HSA-MIR-638,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-638,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-638,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-638,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-638,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-638,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-638,miRNA,IMATINIB,DB00619,5291
HSA-MIR-638,miRNA,PLATINUM,DB12257,23939
HSA-MIR-638,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-638,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-638,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-638,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-638,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-638,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-638,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-638,miRNA,PROPOFOL,DB00818,4943
HSA-MIR-639,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-639,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-639,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-639,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-640,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-640,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-640,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-640,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-640,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-641,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-641,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-641,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-642A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-642A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-642A-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-642A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-642A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-642A-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-642A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-643,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-643,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-643,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-643,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-644A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-644A,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-644A,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-644A,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-644A,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-645,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-645,miRNA,IMATINIB,DB00619,5291
HSA-MIR-647,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-647,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-647,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-647,miRNA,IMATINIB,DB00619,5291
HSA-MIR-647,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-647,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-647,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-648,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-649,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-649,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-649,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-649,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-650,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-650,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-651-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-651-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-651-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-652-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-652-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-652-3P,miRNA,RIBAVIRIN,DB00811,37542
HSA-MIR-652-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-652-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-652-3P,miRNA,CYTARABINE,DB00987,6253
HSA-MIR-652-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-652-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-652-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-652-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-652-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-653-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-653-5P,miRNA,TAXANE,NA,9548828
HSA-MIR-654-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-654-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-654-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-654-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-654-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-654-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-654-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-655-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-655-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-655-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-655-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-655-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-656-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-656-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-657,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-657,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-658,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-658,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-658,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-658,miRNA,IMATINIB,DB00619,5291
HSA-MIR-658,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-658,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-658,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-659-3P,miRNA,SUNITINIB,DB01268,5329102
